live_id,path,slug,action,target,reason
480,"Services > Educational, Tutoring & Childcare Services > Childcare Services",childcare-services,MERGE→education-training,education-training,R4: Education root folded; childcare her
481,"Services > Educational, Tutoring & Childcare Services > Private Tutoring Services",private-tutoring-services,MERGE→education-training,education-training,R4: Education root folded; childcare her
482,"Services > Educational, Tutoring & Childcare Services > K-12 Schools",k-12-schools,MERGE→education-training,education-training,R4: Education root folded; childcare her
483,Services > Financial Services > Banking Services,banking-services,MERGE→financial-legal,financial-legal,banking/insurance/tax/audit; mortgage ca
484,Services > Financial Services > Insurance Services,insurance-service,MERGE→financial-legal,financial-legal,banking/insurance/tax/audit; mortgage ca
485,Services > Financial Services > Brokerage Services,brokerage-services,MERGE→financial-legal,financial-legal,banking/insurance/tax/audit; mortgage ca
486,Services > Financial Services > Financial Consulting Services,financial-consulting-services,MERGE→financial-legal,financial-legal,banking/insurance/tax/audit; mortgage ca
487,Services > Financial Services > Tax Services,tax-services,MERGE→financial-legal,financial-legal,banking/insurance/tax/audit; mortgage ca
488,Services > Financial Services > Auditing Services,auditing-service,MERGE→financial-legal,financial-legal,banking/insurance/tax/audit; mortgage ca
489,Services > Financial Services > Mortgage Loan Services,mortgage-loan-services,MERGE→financial-legal,financial-legal,banking/insurance/tax/audit; mortgage ca
490,Services > Financial Services > Realtor Services,realtor-services-financial-services,MERGE→financial-legal,financial-legal,banking/insurance/tax/audit; mortgage ca
491,Services > Logistics & Cargo Services > Mailing Services,mailing-service,MERGE→logistics-cargo,logistics-cargo,
492,Services > Logistics & Cargo Services > Delivery Services,delivery-services,MERGE→logistics-cargo,logistics-cargo,
493,Services > Logistics & Cargo Services > Cargo Services,cargo-services,MERGE→logistics-cargo,logistics-cargo,
494,Services > Logistics & Cargo Services > Moving Services,moving-services,MERGE→logistics-cargo,logistics-cargo,
495,Services > Maintenance & Repair Services > Automobile Repair Services,automobile-repair-service,MERGE→auto-services,auto-services,absorbs Services>Automobile Repair (495)
496,Services > Maintenance & Repair Services > Machinery & Heavy Equipment Repair Services,machinery-and-heavy-equipment-repair-service,MERGE→repair-maintenance,repair-maintenance,electronic/appliance/machinery repair; p
497,Services > Maintenance & Repair Services > Industrial Machinery Repair Services,industrial-machinery-repair-service,MERGE→repair-maintenance,repair-maintenance,electronic/appliance/machinery repair; p
498,Services > Maintenance & Repair Services > Power Tool Repair,power-tool-repair,MERGE→repair-maintenance,repair-maintenance,electronic/appliance/machinery repair; p
499,Services > Maintenance & Repair Services > Appliance Repair Services,appliance-repair-service,MERGE→repair-maintenance,repair-maintenance,electronic/appliance/machinery repair; p
500,Services > Maintenance & Repair Services > Electronic Repair Services,electronic-repair-services,MERGE→repair-maintenance,repair-maintenance,electronic/appliance/machinery repair; p
501,Services > Maintenance & Repair Services > Building Maintenance & Repairs,building-maintenance-and-repair,MERGE→repair-maintenance,repair-maintenance,electronic/appliance/machinery repair; p
502,Services > Office Space & Secretarial Services > Internet Café,internet-cafe,MERGE→professional-services,professional-services,
503,Services > Office Space & Secretarial Services > Secretarial Services,secretarial-service,MERGE→professional-services,professional-services,
504,Services > Office Space & Secretarial Services > Bulk Document Preparation Services,bulk-document-preparation-service,MERGE→professional-services,professional-services,
505,Services > Personal Care Services > Barber Shops,barber-shops-personal-care-services-services,MERGE→personal-care-services,personal-care-services,L2 canonical: salons/barbers/spa dupes c
506,Services > Personal Care Services > Hair Salon,hair-salon,MERGE→personal-care-services,personal-care-services,L2 canonical: salons/barbers/spa dupes c
507,Services > Personal Care Services > Manicure & Pedicure Services,manicure-and-pedicure-service,MERGE→personal-care-services,personal-care-services,L2 canonical: salons/barbers/spa dupes c
508,Services > Personal Care Services > Massage Services & Spa,massage-services-and-spa,MERGE→personal-care-services,personal-care-services,L2 canonical: salons/barbers/spa dupes c
509,Services > Personal Care Services > Sauna,sauna,MERGE→personal-care-services,personal-care-services,L2 canonical: salons/barbers/spa dupes c
510,Services > Printing & Photography Services > Photography Services,photography-service,MERGE→printing-photography,printing-photography,+AV(318)+photo services(326)
511,Services > Printing & Photography Services > Design & Printing Services,design-and-printing-service,MERGE→printing-photography,printing-photography,+AV(318)+photo services(326)
512,"Services > Printing & Photography Services > Magazines, Posters & Brochure Printing",magazine-poster-brochure-printing,MERGE→printing-photography,printing-photography,+AV(318)+photo services(326)
513,Services > Printing & Photography Services > Books & Other Printing Services,books-and-other-printing-services,MERGE→printing-photography,printing-photography,+AV(318)+photo services(326)
514,Services > Recreational Services > Parks,parks,MERGE→attractions,attractions,
515,Services > Recreational Services > Zoo,zoo,MERGE→attractions,attractions,
516,Services > Recreational Services > Museums,museums,MERGE→attractions,attractions,
517,Services > Recreational Services > Kids Theme Parks,kids-theme-parks,MERGE→attractions,attractions,
518,Services > Recreational Services > Aquarium,aquarium,MERGE→attractions,attractions,
519,Services > Recreational Services > Theater Halls,theater-halls,MERGE→attractions,attractions,
520,Services > Recreational Services > Cinemas,cinemas,MERGE→attractions,attractions,
521,Services > Recreational Services > Music Shows,music-shows,MERGE→attractions,attractions,
522,Services > Recreational Services > Sport Events,sport-events,MERGE→attractions,attractions,
523,Services > Utility & Other Services > House Helps,household-aidmaid,RETIRE,,domestic-labor recruitment: out with Jobs rationale (higher risk)
527,Real Estate > Office & Retail Space > Office Space > For Sale,for-sale-office-space,MERGE→commercial-property,commercial-property,type attr: office/retail/industrial/ware
528,Real Estate > Office & Retail Space > Office Space > For Rent or Lease,for-rent-or-lease-office-space,MERGE→commercial-property,commercial-property,type attr: office/retail/industrial/ware
529,Real Estate > Office & Retail Space > Retail Space & Stores > For Sale,for-sale-retail-space-or-store,MERGE→commercial-property,commercial-property,type attr: office/retail/industrial/ware
530,Real Estate > Office & Retail Space > Retail Space & Stores > For Rent or Lease,for-rent-or-lease-retail-space-or-store,MERGE→commercial-property,commercial-property,type attr: office/retail/industrial/ware
531,"Auto & Parts > Personal Cars > For Sale > Sedan, Compact, & Station Wagons",sedan-compact-station-wagon,MERGE→cars,cars,"attrs: offer_type(sale/hire), body(sedan"
532,Auto & Parts > Personal Cars > For Sale > SUVs & 4X4s,suv-4x4,MERGE→cars,cars,"attrs: offer_type(sale/hire), body(sedan"
4248,Clothing & Luggage > Clothing Store,clothing-store,DROP,,"seller-type, → storefronts (REQ-008)"
4249,"Shops, Marts, Cafés & Restaurants > Catering Service",catering-service,MERGE→events-services,events-services,R3: Events root folded; +Catering(4249)
4250,"Shops, Marts, Cafés & Restaurants > Shops, Marts",shops-marts,DROP,,"seller-type, → storefronts (REQ-008)"
4251,"Shops, Marts, Cafés & Restaurants > Restaurants, Café', Bakery",restaurants-cafe-bakery,MERGE→restaurants-cafes,restaurants-cafes,live Dinning branch + Restaurants(4251)
